nodeId1,portId1,nodeId2,portId2,bandwidth,delay
90,5,219,2,400Gbps,1ns
90,6,235,2,400Gbps,1ns
90,7,251,2,400Gbps,1ns
91,0,139,3,400Gbps,1ns
91,1,155,3,400Gbps,1ns
91,2,171,3,400Gbps,1ns
91,3,187,3,400Gbps,1ns
91,4,203,3,400Gbps,1ns
91,5,219,3,400Gbps,1ns
91,6,235,3,400Gbps,1ns
91,7,251,3,400Gbps,1ns
92,0,139,4,400Gbps,1ns
92,1,155,4,400Gbps,1ns
92,2,171,4,400Gbps,1ns
92,3,187,4,400Gbps,1ns
92,4,203,4,400Gbps,1ns
92,5,219,4,400Gbps,1ns
92,6,235,4,400Gbps,1ns
92,7,251,4,400Gbps,1ns
93,0,139,5,400Gbps,1ns
93,1,155,5,400Gbps,1ns
93,2,171,5,400Gbps,1ns
93,3,187,5,400Gbps,1ns
93,4,203,5,400Gbps,1ns
93,5,219,5,400Gbps,1ns
93,6,235,5,400Gbps,1ns
93,7,251,5,400Gbps,1ns
94,0,139,6,400Gbps,1ns
94,1,155,6,400Gbps,1ns
94,2,171,6,400Gbps,1ns
94,3,187,6,400Gbps,1ns
94,4,203,6,400Gbps,1ns
94,5,219,6,400Gbps,1ns
94,6,235,6,400Gbps,1ns
94,7,251,6,400Gbps,1ns
95,0,139,7,400Gbps,1ns
95,1,155,7,400Gbps,1ns
95,2,171,7,400Gbps,1ns
95,3,187,7,400Gbps,1ns
